번호,명칭,소재지,지정일
1038호,청자 철채양각연판문 병(靑磁 鐵彩陽刻蓮瓣文 甁)(Celadon Bottle with Lotus Design in Relief and Underglaze Iron),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1990년5월 21일지정
1039호,청자 상감모란문 발우 및 접시(靑磁 象嵌牡丹文 鉢盂 및 楪匙)(Celadon Bowls and Dish with Inlaid Peony Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1990년5월 21일지정
1040호,"구례화엄사화엄석경(求禮華嚴寺華嚴石經)(Stone Avatamsaka Sutra (The Flower Garland Sutra) of Hwaeomsa Temple, Gurye)","전남 구례군 마산면 화엄사로 539, 화엄사 (황전리)",1990년5월 21일지정
1041호,통도사영산전팔상도(通度寺靈山殿八相圖)(Buddhist Painting in Yeongsanjeon Hall of Tongdosa Temple (The Eight Great Events)),"경남 양산시 하북면 통도사로 108, 통도사성보박물관 (지산리)",1990년9월 20일지정
1042호,통도사대광명전삼신불도(通度寺大光明殿三身佛圖)(Buddhist Painting in Daegwangmyeongjeon Hall of Tongdosa Temple (Buddha Triad)),"경남 양산시 하북면 통도사로 108, 통도사성보박물관 (지산리)",1990년9월 20일지정
1043호,"순천 송광사 십육조사진영(順天 松廣寺 十六祖師眞影)(Portrait of Sixteen Buddhist Monks in Songgwangsa Temple, Suncheon)","전남 순천시 송광면 송광사안길 100, 송광사 (신평리)",1990년9월 20일지정
1044호,"순천 선암사 대각국사 의천 진영(順天 仙巖寺 大覺國師 義天 眞影)(Portrait of State Preceptor Daegak in Seonamsa Temple, Suncheon)",전남 순천시 승주읍 죽학리 802 선암사,1990년9월 20일지정
1045호,신해생갑회지도(辛亥生甲會之圖)(Sinhaesaeng gaphoejido (Gathering of Elders of the Same Age)),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1990년9월 20일지정
1046호,화개현구장도(花開縣舊莊圖)(Hwagaehyeon gujangdo (Old House of Hwagae-hyeon)),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1990년9월 20일지정
1047호,금동대세지보살좌상(金銅大勢至菩薩坐像)(Gilt-bronze Seated Mahasthamaprapta Bodhisattva),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1990년9월 20일지정
1048호,지장시왕도(地藏十王圖)(Painting of Ksitigarbha Bodhisattva and Ten Underworld Kings),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1990년9월 20일지정
1049호,"대불정여래밀인수증료의제보살만행수능엄경(언해) 권6(大佛頂如來密因修證了義諸菩薩萬行首楞嚴經(諺解) 卷六)(Shurangama Sutra (The Sutra of the Heroic One), Korean Translation, Volume 6)","충북 단양군 영춘면 구인사길 73, 대한불교천태종 구인사 (백자리)",1990년9월 20일지정
1050호,"불설아미타경(언해)(佛說阿彌陀經(諺解))(Amitabha Buddha Sutra, Korean Translation)",충북 단양군 바우뫼로7길 111 (우면동),1990년9월 20일지정
1051-1호,"분류두공부시(언해) 권13(分類杜工部詩(諺解) 卷十三)(Poems by Du Fu, Korean Translation, Volume 13)","경기 용인시 기흥구 상갈로 6, 경기도박물관 (상갈동)",1990년9월 20일지정
1051-2호,"분류두공부시(언해) 권11~12(分類杜工部詩(諺解) 卷十一~十二)(Poems by Du Fu, Korean Translation, Volumes 11 and 12)","대구 달서구 달구벌대로 1095, 동산도서관 (신당동,계명대학교성서캠퍼스)",2001년8월 3일지정
1051-3호,"분류두공부시(언해) 권21(分類杜工部詩(諺解) 卷二十一)(Poems by Du Fu, Korean Translation, Volume 21)","충북 청주시 흥덕구 직지대로 713, 청주고인쇄박물관 (운천동,청주고인쇄박물관)",2004년5월 7일지정
1051-4호,"분류두공부시(언해)권17~19(分類杜工部詩(諺解)卷十七~十九)(Poems by Du Fu, Korean Translation, Volumes 17-19)",경기 성남시 토지박물관,2011년11월 1일지정
1051-5호,분류두공부시(언해) 권11(分類杜工部詩(諺解)卷十一),서울 동대문구,2020년 12월 22일 지정
1052호,천태사교의(天台四敎儀)(Cheontae sagyoui (Essentials of the Four Stages of Teaching in Tientai)),"경기 용인시 기흥구 상갈로 6, 경기도박물관 (상갈동)",1990년9월 20일지정
1053호,"진언권공(언해)(眞言勸供(諺解))(Jineon gwongong (Buddhist Rituals), Korean Translation)","경기 용인시 기흥구 상갈로 6, 경기도박물관 (상갈동)",1990년9월 20일지정
569-21호,안중근의사유묵 - 욕보동양선개정계시과실기추회하급(安重根義士遺墨 - 欲保東洋先改政界時過失機追悔何及)(Calligraphy by An Jung-geun),"경기 용인시 수지구 죽전로 152, 석주선기념박물관",1991년7월 12일지정
1054호,백자 병(白磁 甁)(White Porcelain Bottle),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년1월 25일지정
1055호,백자 태항아리(白磁 胎壺)(White Porcelain Placenta Jars),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년1월 25일지정
1056호,백자 청화철화삼산뇌문 산뢰(白磁 靑畵鐵畵三山雷文 山罍)(White Porcelain Jar with Mountains and Lightening Design in Underglaze Cobalt Blue and Iron),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1991년1월 25일지정
1057호,백자 청화 '망우대‘명 초충문 접시(白磁 靑畵 ‘忘憂臺‘銘 草蟲文 楪匙)(White Porcelain Dish with Grass and Insect Design and Inscription of “Mangudae” in Underglaze Cobalt Blue),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1991년1월 25일지정
1058호,백자 청화칠보난초문 병(白磁 靑畵七寶蘭草文 甁)(White Porcelain Bottle with Auspicious-character and Orchid Design in Underglaze Cobalt Blue),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년1월 25일지정
1059호,백자 청화초화문 필통(白磁 靑畵草花文 筆筒)(White Porcelain Brush Container with Floral Design in Underglaze Cobalt Blue),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1991년1월 25일지정
1060호,백자 철화끈무늬 병(白磁 鐵畵垂紐文 甁)(White Porcelain Bottle with String Design in Underglaze Iron),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년1월 25일지정
1061호,백자 철채 뿔잔(白磁 鐵彩 角杯)(White Porcelain Horn Cup with Coloring in Underglaze Iron),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년1월 25일지정
1062호,분청사기 철화당초문 장군(粉靑沙器 鐵畵唐草文 獐本)(Buncheong Barrel-shaped Vessel with Scroll Design in Underglaze Iron),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년1월 25일지정
1063호,"백자 청화매월십장생문 팔각접시(白磁 靑畵梅月十長生文 八角楪匙)(White Porcelain Octagonal Dish with Plum, Moon, and Ten Symbols of Longevity Design in Underglaze Cobalt Blue)",서울 서초구,1991년1월 25일지정
1064호,백자 청화운룡문 항아리(白磁 靑畵雲龍文 立壺)(White Porcelain Jar with Cloud and Dragon Design in Underglaze Cobalt Blue),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1991년1월 25일지정
1065호,백자 태항아리 및 태지석(白磁 胎壺 및 胎誌石)(White Porcelain Placenta Jars and Stone Placenta Tablet),"경기 용인시 처인구 용인대학로 134, 수장고 (삼가동)",1991년1월 25일지정
1066호,백자 청화화조문 팔각통형 병(白磁 靑畵花鳥文 八角筒形 甁)(White Porcelain Octagonal Bottle with Flower and Bird Design in Underglaze Cobalt Blue),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1990년5월 21일지정
1067호,분청사기 상감연화당초문 병(粉靑沙器 象嵌蓮花唐草文 甁)(Buncheong Bottle with Inlaid Lotus and Scroll Design),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년1월 25일지정
1068호,분청사기 상감모란당초문 유개항아리(粉靑沙器 象嵌牡丹唐草文 有蓋壺)(Buncheong Lidded Jar with Inlaid Peony and Scroll Design),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년1월 25일지정
1069호,분청사기 음각수조문 편병(粉靑沙器 陰刻樹鳥文 扁甁)(Buncheong Flat Bottle with Incised Tree and Bird Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1991년1월 25일지정
1070호,분청사기 박지모란문 장군(粉靑沙器 剝地牡丹文 獐本)(Buncheong Barrel-shaped Vessel with Sgraffito Peony Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1991년1월 25일지정
1071호,청자 유개항아리(靑磁 有蓋壺)(Celadon Lidded Jar),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년1월 25일지정
1072호,"초조본불설우바새오계상경(初雕本佛說優婆塞五戒相經)(Bulseol ubasaeo gyesanggyeong, the First Tripitaka Koreana Edition)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년7월 12일지정
1073호,"초조본 아비담팔건도론 권24(初雕本 阿毗曇八揵度論 卷二十四)(Abhidharma jnanaprasthana Sastra, the First Tripitaka Koreana Edition, Volume 24)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년7월 12일지정
1074호,"초조본 아비달마식신족론 권13(初雕本 阿毗達磨識身足論 卷十三)(Abhidharma vijnana kaya pada Sastra (Discourse on Consciousness Body), the First Tripitaka Koreana Edition, Volume 13)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년7월 12일지정
1075호,"초조본 아비담비파사론 권16(初雕本 阿毗曇毗婆沙論 卷十六)(Abhidharma vibhasa Sastra (Explanatory of the Abhidharma), the First Tripitaka Koreana Edition, Volume 16)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년7월 12일지정
1076호,김천리개국원종공신록권(金天理開國原從攻臣錄卷)(Certificate of Meritorious Subject Issued to Kim Cheon-ri),"서울 종로구 성균관로 41, 성균관대학교박물관 (명륜3가)",1991년7월 12일지정
1077-1호,"근사록 권1~3, 9~14(近思錄 卷一~三, 九~十四)(Geunsarok (Reflections on Things at Hand), Volumes 1-3 and 9-14)","서울 용산구 청파로47길 100, 숙명여대박물관 (청파동2가)",1991년7월 12일지정
1078호,한호 필적 - 한석봉증유여장서첩(韓濩 筆蹟 - 韓石峯贈柳汝章書帖)(Calligraphy by Han Ho),"경남 진주시 남강로 626-35, 국립진주박물관 (남성동,진주성)",1991년7월 12일지정
1079호,홍무예제(洪武禮制)(Hongmu yeje (Rituals from the Hongwu Reign)),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년7월 12일지정
1080호,"대방광원각략소주경 권상(大方廣圓覺略疏註經 卷上)(Annotated Mahavaipulya purnabudha Sutra (The Complete Enlightenment Sutra), Volume 1)","서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년7월 12일지정
1083호,"대방광불화엄경 정원본 권20(大方廣佛華嚴經 貞元本 卷二十)(Avatamsaka Sutra (The Flower Garland Sutra), Zhenyuan Version, Volume 20)","서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년7월 12일지정
1086호,벽역신방(辟疫神方)(Byeogyeok sinbang (Prescriptions to Prevent Epidemics)),"서울 관악구 관악로 1,103호 동 서울대학교 규장각한국학연구원 (신림동,서울대학교)",1991년9월 30일지정
1087호,신찬벽온방(新纂辟瘟方)(Sinchan byeogonbang (Prescriptions to Prevent Epidemics)),서울 서울전역,1991년9월 30일지정
1088-1호,"언해태산집요(諺解胎産集要)(Eonhae taesan jibyo (Book of Obstetrics, Korean Translation))","서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",1991년10월 4일지정
1089호,"동인지문오칠 권7~9(東人之文 五七 卷七~九)(Donginjimun ochil (Collected Poems of the Goryeo Dynasty), Volumes 7-9)",서울 종로구,1991년9월 30일지정
1090-1호,권근 응제시주(權近 應制詩註)(Gwon Geun Eungjesiju (Annotated Poems by Gwon Geun)),서울 종로구,1991년10월 4일지정
1092호,불설장수멸죄호제동자다라니경(佛說長壽滅罪護諸童子陀羅尼經)(Bulseol jangsu myeoljoe hojedongja daranigyeong),서울 종로구,1991년9월 30일지정
1093호,불과환오선사벽암록(佛果圜悟禪師碧巖錄)(Bulgwa Hwanoseonsa byeogamnok (The Blue Cliff Record)),서울 종로구 평창44길 14 (평창동),1991년9월 30일지정
1095호,"화성 봉림사 목조아미타불좌상복장전적일괄(華城 鳳林寺 木造阿彌陀佛坐像腹藏典籍一括)(Excavated Documents from the Wooden Seated Amitabha Buddha of Bongnimsa Temple, Hwaseong)","경기 화성시 용주로 136, 용주사 (송산동)",1991년9월 30일지정
1096호,오희문 쇄미록(吳希文 瑣尾錄)(Swaemirok (Diary) by O Hui-mun),"경남 진주시 남강로 626-35, 국립진주박물관 (남성동,진주성)",1991년9월 30일지정
1097호,염제신초상(廉悌臣 肖像)(Portrait of Yeom Je-sin),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1991년9월 30일지정
1098호,감지은니미륵삼부경(紺紙銀泥彌勒三部經)(Transcription of Mireuk sambugyeong (Three Principal Scriptures of the Maitreya Sutra) in Silver on Indigo Paper),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년12월 16일지정
1099호,감지금니미륵하생경(紺紙金泥彌勒下生經)(Transcription of Mireuk hasaenggyeong (The Maitreya Sutra) in Gold on Indigo Paper),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년12월 16일지정
1100호,"상지은니불설보우경 권2(橡紙銀泥佛說寶雨經 卷二)(Transcription of Bulseol bougyeong (The Sutra of Precious Rain) in Silver on Oak Paper, Volume 2)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년12월 16일지정
1101호,"상지은니대반야바라밀다경 권305(橡紙銀泥大般若波羅蜜多經 卷三百五)(Transcription of Maha prajnaparamita Sutra (Perfection of Transcendental Wisdom) in Silver on Oak Paper, Volume 305)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년12월 16일지정
1102호,"상지은니대지도론 권28(橡紙銀泥大智度論 卷二十八)(Transcription of Maha prajnaparamita Sastra (Perfection of Wisdom) in Silver on Oak Paper, Volume 28)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년12월 16일지정
1103호,"감지은니대방광불화엄경 진본 권13(紺紙銀泥大方廣佛華嚴經 晋本 卷十三)(Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Jin Version, in Silver on Indigo Paper, Volume 13)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년12월 16일지정
1105호,수륙무차평등재의촬요(水陸無遮平等齋儀撮要)(Suryuk mucha pyeongdeung jaeui chwaryo (Ritual Text for the Water and Land Ceremony)),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년12월 16일지정
1106호,"대방광불화엄경소 권84, 100, 117(大方廣佛華嚴經疏 卷八十四, 百, 百十七)(Commentary on the Avatamsaka Sutra (The Flower Garland Sutra), Volumes 84, 100, and 117)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년12월 16일지정
1108호,불정심다라니경(佛頂心陀羅尼經)(Nilakantha dharani (The Great Compassion Mantra)),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1991년9월 30일지정
