title,address,telNo
올덴 카라반&펜션,경기도 가평군 청평면 고재길 262-64,
국립칠보산자연휴양림캠핑장,경상북도 영덕군 병곡면 칠보산길 587,"054-732-1607
"
쌍둥이네 매운탕,충청남도 아산시 음봉면 연암율금로 155,041-547-8851
강원토종삼계탕,경기도 부천시 부일로237번길 23,"032-325-9119
"
대명시장(대명신시장),대구광역시 남구 명덕로14길 16,전화번호 없음
달성보전망대,대구광역시 달성군 논공읍 비슬로 1193,
대항전망대,부산광역시 강서구 대항동 산1-4,부산종합관광안내소 051-253-8253
비타민캠핑장,경기도 양주시 백석읍 기산로440번길 110-43,
영암글램핑,전라남도 영암군 시종면 신학1로 47,"010-8075-7780
"
양양캠핑장,강원특별자치도 양양군 현북면 어성전길 182-20,010-2975-0102
마포본가,경기도 수원시 팔달구 경수대로519번길 10,
나드리캠핑장,충청북도 옥천군 청성면 삼남2길 6,"010-5405-4450
"
월곡역사공원		,대구광역시 달서구 상인로 128,053-667-2798
옥포수변공원,경상남도 거제시 옥포로2길 7,
애니멀원더스테이지에버랜드,경기도 용인시 처인구 포곡읍 에버랜드로 199,"  031-320-5000
"
산내들야영장,경기도 화성시 비봉면 자청로207번길 21-60,"031-356-0768
"
토담20,충청북도 충주시 앙성면 산전장수1길 5,043-842-2020
후꾸스시,대구광역시 수성구 동대구로20길 66,
아눅앞산,대구광역시 남구 앞산순환로 459,"0507-1422-1060
"
온정돈까스,서울특별시 관악구 조원로 60,
운제산산림욕장,경상북도 포항시 남구 대송면 운제로386번길 102,
이경시장,서울특별시 동대문구 외대역동로 76,
우림시장,서울특별시 중랑구 망우로62길 52-4,02-436-3598
만대항,충청남도 태안군 이원면 내리 41-10,041-670-2114
원각사(고양),경기도 고양시 일산서구 현중로 61,
만정사계절바다낚시터,인천광역시 중구 영종순환로 279-20,
지세포항,경상남도 거제시 일운면 지세포해안로 93,055-639-4161
대관령 한우실비식당,강원특별자치도 평창군 대관령면 대관령로 116,033-333-8292
돈너미 카르스트,강원특별자치도 평창군 미탄면 돈너미길 219-15,
안나의 정원,경기도 화성시 봉담읍 쇠틀길 10,
지구마을산책,경상북도 영천시 대창면 금박로 1021,
삼척자연생태공원,강원특별자치도 삼척시 원덕읍 사곡길 43-127,
문래근린공원,서울특별시 영등포구 문래동3가,영등포구 공원정책팀 02-2670-3764
클럽케이서울,서울특별시 강남구 선릉로 524,02-563-1145
헤이리스		,경기도 파주시 탄현면 헤이리마을길 7,"070-4136-4300
"
쥬라리움 파주점		,경기도 파주시 탄현면 새오리로 69,"070-8860-7542
"
그라운드서울,서울특별시 종로구 인사동9길 26 (견지동),1661-9131
청운식당,경상남도 하동군 화개면 쌍계사길 6,055-883-1666
만석닭강정(본점),강원특별자치도 속초시 청초호반로 72,"1577-9042
"
세인즈가든		,경상남도 김해시 대청계곡길 195-102,"055-339-4004
"
(주)외식명가 오립스,경상남도 김해시 김해대로1765번길 8,055-326-0006
삼방시장,경상남도 김해시 삼방동 694-12,
감만시장,부산광역시 남구 감만동 171-2,
영진돼지국밥 (부산 강서구),부산광역시 강서구 명지오션시티8로 31,
속초마리나,강원특별자치도 속초시 철새길 106,"033-633-7733
"
오션파크나인호텔,인천광역시 중구 영종진광장로 10,
명락사,서울특별시 관악구 청룡1길 11,02-889-7272
섬진강은어마을,전라남도 구례군 토지면 외곡리,
한강레져스포츠,서울특별시 영등포구 여의동로 280,"02-780-6948
"
카페트로이,경기도 여주시 명품로 142,전화번호 없음
아브리에쎄르,충청북도 제천시 송학면 광암로 35-16,
판운캠핑장(다그린캠핑장),강원특별자치도 영월군 주천면 미다리길 58,010-5123-0156
트레블브레이크커피,충청남도 태안군 안면읍 등마루1길 125,
지영옥청국장,충청북도 충주시 상방9길 9,
재너머 낙지볶음,강원특별자치도 평창군 평창읍 문화길 42,
주남저수지돌짜장,경상남도 창원시 의창구 동읍 동읍로 309,"055-299-1228
"
김녕오조해안도로,제주특별자치도 제주시 구좌읍 월정리 1400-36,
웰리힐리파크오토캠핑장,강원특별자치도 횡성군 둔내면 고원로 451-1,"0507-1461-3484
"
하길체육공원, 경기도 화성시 향남읍 하길리 1409-1,"031-355-1286
"
비로자나불후불탱화,강원특별자치도 평창군 진부면 오대산로 176,
청옥산 도깨비길,강원특별자치도 평창군 미탄면 수리재길 3,
회문산 캠핑장,전북특별자치도 순창군 안심길 214 회문산휴양림 ,063-653-4779
아저씨보리밥,울산광역시 중구 성안1길 107-1,
녹원정사,경상북도 경주시 틈수골길 1-3,
산아래,경기도 남양주시 송산로 226-40,
황부자감자탕,경기도 양주시 송랑로 55,
장흥폭포수식당,경기도 양주시 권율로309번길 169,
을지예술센터,서울특별시 중구 창경궁로5다길 18,02-6956-3501
별미지교 본점,경기도 남양주시 비룡로 171,
일송식당,강원특별자치도 홍천군 홍천로 119,
경주밀면 본점,경상북도 경주시 시래둑길 7 한림원,
아뜰리에 베이커리,경상남도 창원시 의창구 동전로 5,
밀밀 담양점,전라남도 담양군 담순로 208,
카페 마르쉐,경상북도 경주시 첨성로81번길 22-7,
로다로지,부산광역시 강서구 명지국제12로19번길 20-10,
이사프커피스탠드,충청북도 청주시 상당구 사직대로361번길 41-1,
자리돔횟집,제주특별자치도 서귀포시 동홍동로 7 자리돔횟집,
그라노데카페,부산광역시 기장군 기장해안로 1284,
소나타까페,강원특별자치도 춘천시 남이섬길 1 남이섬,
시골추어탕,경상남도 거창군 가조면 마상리,
승정원한우,대구광역시 수성구 들안로 73  ,전화번호 없음
3일한우국밥,서울특별시 영등포구 영등포로 204,
해녀의집,제주특별자치도 제주시 애월해안로 591,
고향,경상남도 창원시 진해구 용원로78번안길 24 금강산,
도성,충청북도 청주시 흥덕구 가로수로 1169,
옛골산장,경기도 성남시 수정구 청계산로 440-5,
남쪽마을돌짜장,광주광역시 광산구 임곡로 523-7,
미미향,경기도 포천시 화동로 2063,
먹골갈비,충청남도 아산시 영인로 54,
고기카페 운정점,경기도 파주시 미래로 306  ,전화번호 없음
카페 마당,전라남도 나주시 풍림죽림길 86 죽림파크관광농원 ,전화번호 없음
홀인원그늘집,경기도 여주시 강문로 1047  ,전화번호 없음
용지공원(용지문화공원),경상남도 창원시 성산구 중앙대로186번길 13,
윤스타피자앤파스타,제주특별자치도 제주시 문주란로1길 74-20,
착한쌈밥,경기도 하남시 검단산로 293-4,
용호야채곱창,서울특별시 용산구 원효로71길 70,
토실배기,전북특별자치도 군산시 상지곡안4길 7-1 토실배기,
목마식당,경상북도 구미시 강동로 177-38,
제일해물칼국수,충청남도 보령시 대해로 46,
왕스덕 논현점,서울특별시 강남구 도산대로 130,
엘올리브,부산광역시 수영구 좌수영로 129-1,
염치정육점식당,충청남도 아산시 염성길 110,
엄마의봄날,경기도 김포시 모담공원로 178,
제주도화,세종특별자치시  와룡로 606,
물레방아메기전문점,경기도 고양시 덕양구 덕은로 25,
다인매운등갈비찜,경상북도 경주시 원화로181번길 25,
카페미곡창고 SQUARE3.5,전북특별자치도 군산시 구암3.1로 253 (구암동),
경안당,경기도 수원시 팔달구 화서문로31번길 8-15,
메종 드 포레,경기도 광주시 검복길 75  ,전화번호 없음
진미동치미메밀막국수,강원특별자치도 속초시 설악금강대교로 46-1,
시골칼국수,강원특별자치도 속초시 미리내1길 31-1,
안면도쥬라기공원,충청남도 태안군 곰섬로 37-20  ,전화번호 없음
옛날국수집,제주특별자치도 제주시 하귀로 56  ,전화번호 없음
곰소물회,전북특별자치도 부안군 곰소항길 85,
빵귿,제주특별자치도 제주시 구남동6길 45-1  ,전화번호 없음
황남두꺼비식당,경상북도 경주시 포석로1050번길 16  ,전화번호 없음
익선우대갈비,인천광역시 남동구 구월남로 125 더클래스2 ,0507-1348-2239
선장포협동조합,충청남도 아산시 선장로 121-10  ,전화번호 없음
글램핑로망,대구광역시 달성군 옥포로111길 85-6 무릉도원관광농원,
여무누리 한우치즈,전북특별자치도 임실군 치즈마을2길 36-3 여무누리,
안영순베이커리카페,부산광역시 기장군 반송로 1336 장독마을 ,전화번호 없음
민트글램핑,경기도 포천시 금강로 5846  ,전화번호 없음
해신247,경상남도 거제시 아주1로2길 48  ,010-2047-7006
카페다작,경기도 용인시 수지구 동천로 271  ,전화번호 없음
육해공숙회천국 여천본점 ,전라남도 여수시 시청동3길 5  ,전화번호 없음
동해제빵소,강원특별자치도 동해시 한섬로 126-1 베리식스,
파라다이스시티,인천광역시 중구 영종해안남로321번길 186  ,"1833-8855
"
쿼크커피바,경상남도 김해시 율하6로 55  ,전화번호 없음
하루앤원데이,서울특별시 성동구 성수동2가 314-5 S TOWER,"02-499-9303
"
무대소극장,경기도 평택시 중앙시장로12번길 4,070-8865-0811
탑클라우드호텔 군산[한국관광 품질인증/Korea Quality],전북특별자치도 군산시 번영로 150-13 탑클라우드호텔 군산점,063-452-4404
블라제 리조트[한국관광 품질인증/Korea Quality],제주특별자치도 서귀포시 녹산로 274  ,064-787-2588
여의도 셋째집,서울특별시 영등포구 여의도동,
인디어라운드,경기도 이천시 이섭대천로941번길 49-44,
백악정,서울특별시 종로구 청와대로 1 청와대,1544-7760
거제 윤돌섬,경상남도 거제시 일운면 구조라리,055-639-3000(거제시청 관광과)
학동 내촐 유채꽃밭,경상남도 거제시 동부면 학동리,
남이섬밥플렉스,강원특별자치도 춘천시 남이섬길 1 남이섬 ,031-580-8114
동구 문화플랫폼,부산광역시 동구 중앙대로 380 (좌천동),051-465-4070
다람산공원,경기도 화성시 진안동,
카페진리,경기도 이천시 경충대로2481번길 94 (진리동),
고은사진미술관,부산광역시 해운대구 해운대로452번길 16 (우동),
대가야문화누리,경상북도 고령군 대가야읍 왕릉로 30,054-950-7175
널위한딸기농장,경상북도 칠곡군 약목면 동덕로 273-12,
보은풍림정사,충청북도 보은군 회인면 회남로 2445,043-540-3407
아루나,강원특별자치도 속초시 청호해안길 85 (청호동)," 070-4408-8585
"
설악산책,강원특별자치도 속초시 관광로 439 (노학동),033-638-4002
수원케이티위즈파크,경기도 수원시 장안구 경수대로 893 (조원동),1899-5916
우천숲물놀이장,경상남도 사천시 사남면 우천리,
에어즈락클라이밍,서울특별시 송파구 위례광장로 188 (장지동),02-400-3845
슬로우파마씨,서울특별시 성동구 아차산로11가길 26 (성수동2가),02-336-9967
배산체육공원,전북특별자치도 익산시 동서로 21 (현영동),063-859-3848
부천어린이천문대,경기도 부천시 여월동,
스테이소소리,경상북도 경주시 외동읍 신계길 69-8,
화인당,강원특별자치도 고성군 죽왕면 왕곡마을길 38,010-5307-7323
아모르앤심포니호텔,경기도 수원시 영통구 반달로128번길 9 (영통동),
덕소승마클럽,경기도 남양주시 와부읍 월문리,
예스24라이브홀,서울특별시 광진구 구천면로 20 (광장동),
낙동강 레포츠밸리,대구광역시 달성군 구지면 구지서로 199,
몽블랑드파리 강남점,서울특별시 강남구 언주로170길 20 (신사동),
디그레이,세종특별자치시 장군면 장기로 854-20,
내장산 생태탐방원,전북특별자치도 정읍시 내장호반로 266 (쌍암동),"063-538-1700
"
전주문화원,전북특별자치도 전주시 덕진구 팔달로 340-30 (진북동),063-255-3360
동리국악당,전북특별자치도 고창군 고창읍 판소리길 20,063-560-8554
전기박물관,서울특별시 서초구 효령로72길 60,
다도박물관,경기도 김포시 월곶면 애기봉로275번길 187-49,031-998-1000
한양대학교박물관,서울특별시 성동구 왕십리로 222,02-2220-1394
국립대구박물관,대구광역시 수성구 청호로 321,053-768-6051~2
양천문화회관,서울특별시 양천구 목동서로 367,전화번호 없음
바랑산가든,전북특별자치도 김제시 금구면 대율2길 192,063-546-5350
세계민속악기박물관,경기도 파주시 탄현면 헤이리마을길 63-26,031-946-9838
경북대학교자연사박물관,대구광역시 군위군 효령면 경북대로 2228,경북대학교자연사박물관 054-383-7027
진안역사박물관,전북특별자치도 진안군 진안읍 내사양길 7,진안역사박물관 063-430-8086
